"","Gender","Senior","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","ChurnLabel","CLTV","AvgMonthlyLongDistanceCharges","TotalRevenue","AvgMonthlyGBDownload","n_addIT_services","haversine_dist","manhattan_dist","bearing_degree"
"1963","Female","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.7,112.75,"No",5346,7.72,159.07,0,0,614473.086784978,831061.113083679,148.538283786449
"1964","Female","No","Yes","Yes",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.7,350.35,"No",3097,25.64,529.83,71,1,607727.547252036,824311.518686217,147.883771393141
"1965","Female","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.85,62.9,"No",3172,39.89,222.46,0,0,592157.818070039,802925.975299921,148.057144904949
"1966","Male","No","No","No",33,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Two year","Yes","Electronic check",88.95,3027.65,"No",5087,47.64,4599.77,18,2,603976.701395634,817466.023849752,148.424383658011
"1967","Male","No","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",23.55,1723.95,"No",5901,1.86,1857.87,0,0,602217.974784731,816135.079637287,148.126450160273
"1968","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.75,19.75,"No",2484,15.77,35.52,0,0,618047.879311672,836671.772355639,148.297945182377
"1969","Male","Yes","No","No",71,"No","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",56.45,3985.35,"No",5372,0,3985.35,20,2,607789.821884791,821910.748187746,148.607839497881
"1970","Female","No","No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.95,1215.65,"No",5886,29.21,1595.38,22,0,608339.521773886,823005.783043954,148.504356883108
"1971","Male","No","No","No",67,"Yes","No","DSL","No","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",50.55,3260.1,"No",6064,32.58,5442.96,8,1,603737.069915168,815616.280952134,148.861914949289
"1972","Female","No","No","No",43,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.7,1188.2,"No",2017,25.53,2285.99,0,0,608285.335550906,821344.163428421,148.953031033364
"1973","Female","No","No","No",23,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75,1778.5,"No",2221,24.04,2331.42,22,1,610485.748824447,825089.047434319,148.724687704129
"1974","Female","No","Yes","No",64,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.2,1277.75,"No",4557,36.24,3597.11,0,0,611697.296041619,826618.859604425,148.748118859374
"1975","Male","No","No","No",57,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.6,1170.55,"No",4393,5.71,1496.02,0,0,604628.531596382,809484.668303483,150.803984192606
"1976","Female","Yes","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.05,6425.65,"No",6102,20.48,7900.21,6,4,601156.439779125,811333.211838789,149.100083638209
"1977","Female","No","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.05,5971.25,"No",6311,17.49,7038.14,21,1,609713.270533812,815310.711771298,151.022189962882
"1978","Male","No","No","No",64,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",84.3,5289.05,"No",5044,30.27,7226.33,12,2,619214.308808116,835314.148896727,149.107384000605
"1979","Male","Yes","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",23.95,1756.2,"No",4329,30.72,3937.32,0,0,622562.249496767,839040.026209763,149.301019702517
"1980","Female","No","Yes","No",65,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",99.05,6416.7,"No",5878,13.2,7274.7,13,3,621159.007595899,837013.740108167,149.34454062372
"1981","Male","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.6,61.35,"No",2543,35.65,168.3,0,0,608172.943550263,815629.336753152,150.433682962684
"1982","Male","No","No","No",30,"Yes","No","DSL","No","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)",64.5,1929.95,"No",4320,27.88,2766.35,6,2,601009.490170512,807915.52453121,149.975484370266
"1983","Male","No","Yes","Yes",15,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check",69.5,1071.4,"No",3128,8.44,1198,21,3,613299.643147261,823401.106095553,150.179755106044
"1984","Female","No","Yes","Yes",8,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",68.55,564.35,"No",3123,29.94,803.87,17,1,616049.698334513,829566.185463181,149.521907841253
"1985","Female","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",108.15,7930.55,"No",5192,5.77,8334.45,48,3,603656.250948548,813629.1712435,149.383415678431
"1986","Male","No","Yes","No",62,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",86.1,5215.25,"No",5769,43.2,7893.65,23,4,609708.49680038,820496.288185599,149.696914256493
"1987","Female","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,113.5,"No",4293,5.52,146.62,0,0,606919.991962107,817244.914906343,149.577526265746
"1988","Female","No","Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",80.9,1152.8,"No",2563,40.22,1715.88,19,0,610659.785750704,824099.045149247,149.064673608163
"1989","Female","No","No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",84.15,1821.95,"No",3549,19.2,2304.35,41,0,606173.937234661,814894.304741266,149.939290528681
"1990","Male","No","Yes","No",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.15,419.9,"No",2173,48.06,1477.22,0,0,610995.250498592,821238.493493364,149.950240810237
"1991","Male","No","Yes","No",16,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Two year","No","Mailed check",64.25,1024,"No",5511,23.31,1396.96,27,2,614335.431276658,827094.222296821,149.574427270065
"1992","Male","No","No","No",10,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.7,251.6,"No",3611,32.1,572.6,0,0,612992.145097544,826567.495988071,149.237290735262
"1993","Female","No","No","Yes",13,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",56,764.55,"No",5156,27.04,1116.07,10,2,614778.96605654,828528.611656616,149.348574492379
"1994","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,135.2,"No",3056,15.67,166.54,8,0,584183.875616562,796304.689455417,146.761495768545
"1995","Male","No","No","No",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",73.9,3958.25,"No",5644,6.54,4304.87,4,3,584197.341968551,795753.562650506,146.951525467039
"1996","Female","No","Yes","No",11,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.6,233.9,"No",4047,1.92,255.02,0,0,586743.239360789,801463.859478455,146.1729859351
"1997","Male","No","Yes","No",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.9,1363.45,"No",5570,30.86,3492.79,0,0,569003.119661359,774661.793290767,147.181363924053
"1998","Male","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.05,6254.45,"No",6212,6.05,6690.05,30,4,567701.847571914,770611.202840991,147.933925758028
"1999","Female","No","Yes","Yes",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",20.4,321.4,"No",3990,45.54,1050.04,0,0,580808.222190094,788236.66235052,147.907206224924
"2000","Male","No","Yes","No",43,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",84.25,3539.25,"No",4382,15.2,4192.85,21,3,557025.733347433,755490.647364166,148.199319901237
"2001","Male","No","Yes","No",14,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",81.95,1181.75,"No",2564,5.17,1254.13,25,3,578146.284796056,785750.632748947,147.566248962553
"2002","Female","No","No","No",32,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.55,654.55,"No",5358,35.97,1805.59,0,0,577069.14096715,785009.807423077,147.338737366898
"2003","Female","No","Yes","No",34,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.7,780.2,"No",3421,11.52,1171.88,0,0,577565.06270988,784163.383483454,147.823434236606
"2004","Female","No","Yes","Yes",15,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,1559.25,"No",2721,4.19,1622.1,59,2,581673.625478304,790707.680343101,147.492509762693
"2005","Male","No","Yes","No",61,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.55,1252,"No",5110,19.27,2427.47,0,0,568953.799632137,770021.664876376,148.6368928801
"2006","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.3,45.3,"No",3575,47.36,92.66,41,0,571817.082908926,774237.88970762,148.517232896828
"2007","Male","No","Yes","No",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",74.75,2453.3,"No",5344,48.85,4065.35,30,2,574217.892886553,777594.190598973,148.471426188511
"2008","Male","No","No","No",20,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",51.8,1023.85,"No",2764,3.94,1102.65,18,1,568864.962483826,771685.760197038,148.086415224716
"2009","Male","No","No","No",3,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",30.4,82.15,"No",3108,0,82.15,59,1,564287.308290727,766172.511274589,147.891409703055
"2010","Female","No","No","No",13,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",19.65,244.8,"No",2024,33.13,675.49,0,0,553087.823352454,733715.04674841,152.797693832717
"2011","Female","No","Yes","No",40,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",56.6,2379.1,"No",3359,48.29,4310.7,23,1,555967.350102499,740155.434412243,152.131841435925
"2012","Male","No","Yes","No",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",71.9,3173.35,"No",4106,48.1,5241.65,51,2,552606.15107413,739719.181986138,151.088894903502
"2013","Female","No","Yes","No",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.75,1375.4,"No",5325,5.27,1739.03,0,0,552530.865663382,740611.565548618,150.819413452519
"2014","Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",109.7,8129.3,"No",5945,18.66,9472.82,3,3,549027.082357193,732354.726785994,151.791043043747
"2015","Male","No","Yes","No",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.3,1192.7,"No",4149,25.57,2701.33,0,0,543056.821832445,728902.815265932,150.589026741013
"2016","Female","No","Yes","No",20,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",96.55,1901.65,"No",4382,28.57,2473.05,15,3,560892.156012039,752356.16694006,150.632292703108
"2017","Male","No","Yes","Yes",24,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",24.1,587.4,"No",4634,1.14,614.76,0,0,541528.690018006,712702.083343799,154.225003122824
"2018","Male","No","No","No",59,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.35,6519.75,"No",6047,48.12,9358.83,51,3,539911.099638634,729096.427312427,149.305137745433
"2019","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.25,8041.65,"No",4099,11.66,8881.17,28,3,550860.407633862,739792.287593125,150.433653556256
"2020","Male","No","No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.75,20.75,"No",3358,7.57,28.32,0,0,552415.924417668,742807.318729325,150.164536463556
"2021","Female","No","Yes","No",27,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",101.9,2681.15,"No",3795,20.02,3221.69,27,2,546302.821338911,734411.519683272,150.246376046977
"2022","Female","No","No","No",14,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",80.05,1112.3,"No",4400,1.69,1135.96,21,2,554791.080244383,749095.440258725,149.252037233515
"2023","Male","No","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",105.55,7405.5,"No",5010,25.02,9181.92,53,2,555009.374477516,744838.042238862,150.558802846907
"2024","Male","No","No","Yes",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",78.3,1033.95,"No",5566,31.93,1599.04,22,0,551148.248618555,744404.096037822,149.203489989865
"2025","Male","No","No","No",44,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",68.85,2958.95,"No",2053,1.7,3033.75,28,0,549312.986431472,743596.686035213,148.69945349139
"2026","Female","No","No","No",33,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",79.95,2684.85,"No",3118,42.29,4080.42,13,2,553737.997095128,745642.037872312,149.855168786428
"2027","Male","No","Yes","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",55.45,4179.2,"No",4556,0,4179.2,47,4,547600.380517586,737816.567976373,149.758933535389
"2028","Male","No","Yes","No",64,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.45,6654.1,"No",6398,40.49,9245.46,69,3,538596.857237268,730548.45572972,148.290257933631
"2029","Female","No","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.25,25.25,"No",5858,0,25.25,2,0,528381.369073854,713396.840285614,149.408587415895
"2030","Male","No","No","Yes",61,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,1124.2,"No",5411,15.02,2040.42,0,0,526963.53521783,709137.016149413,150.130965579501
"2031","Female","No","Yes","No",29,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",20,540.05,"No",3800,27.72,1343.93,0,0,558940.734134137,748971.853844025,150.850434244126
"2032","Male","Yes","Yes","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.8,1975.85,"No",5788,42.59,2955.42,2,0,539769.779595092,713699.086239548,153.437779901275
"2033","Female","No","Yes","No",57,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",58.75,3437.45,"No",4115,0,3437.45,22,3,547651.447385994,721763.669346631,153.966039277503
"2034","Male","No","Yes","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",45.25,3139.8,"No",5041,0,3139.8,17,4,544285.513475247,721243.774004805,153.033342798779
"2035","Male","No","Yes","No",66,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",56.6,3789.2,"No",5500,0,3789.2,29,4,557393.049957432,745444.466197457,151.247484725167
"2036","Male","No","Yes","No",65,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.2,5324.5,"No",5256,41.57,8026.55,16,3,554047.611676522,740794.739564702,151.310249809521
"2037","Female","No","No","No",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",80,624.6,"No",2165,39.92,943.96,73,0,546063.014989743,725193.932309311,152.62856796518
"2038","Female","No","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.75,1836.9,"No",4642,32.13,4118.13,0,0,518056.061486375,696969.087516444,150.231926751614
"2039","Male","No","Yes","No",1,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Electronic check",20.2,20.2,"No",4160,44.69,64.89,0,0,561854.14359821,756750.924242262,149.761026410716
"2040","Female","No","No","No",12,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.35,219.35,"No",4451,16.72,419.99,0,0,563560.436004667,757491.904081353,150.19105088539
"2041","Male","No","No","No",24,"No","No","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Mailed check",50.6,1288.75,"No",4806,0,1288.75,46,1,558791.0185913,752663.58789639,149.766167019411
"2042","Female","No","Yes","No",31,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",81.15,2545.75,"No",5643,39.34,3765.29,41,3,557605.30375392,749706.081038916,150.160109849413
"2043","Male","No","No","No",30,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",89.9,2723.15,"No",3233,31.97,3682.25,2,1,564931.048337512,760230.191715341,149.933286807619
"2044","Female","No","Yes","No",47,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.3,4107.25,"No",5698,29.15,5607.3,52,3,562020.739255709,754880.246785996,150.34951355568
"2045","Male","No","No","No",54,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108,5760.65,"No",6370,17.76,6719.69,4,3,566705.700955982,767038.230005328,148.631673894266
"2046","Male","No","No","No",50,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.5,4747.5,"No",6367,40.83,6789,21,3,567370.980098405,767480.065689366,148.766813062015
"2047","Female","No","No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.25,1566.9,"No",5733,42.36,4616.82,0,0,566060.410586576,764696.531179819,149.076646122332
"2048","Female","No","No","No",29,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.15,702,"No",5491,4.53,833.37,0,0,567499.263485905,767145.629002059,148.91851098772
"2049","Female","No","No","No",10,"No","No","DSL","No","No","No","Yes","No","No","Two year","Yes","Mailed check",29.6,299.05,"No",3180,0,299.05,29,1,567452.402381436,765600.006207631,149.355410775258
"2050","Male","No","Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.15,1305.95,"No",4283,16.78,1607.99,23,0,567422.08302361,764533.786211367,149.650890418609
"2051","Male","No","No","No",16,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,284.35,"No",4272,40.17,927.07,0,0,562925.827725146,759622.300674189,149.342005931902
"2052","Female","No","No","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.6,6350.5,"No",4530,8.29,6947.38,13,3,564499.49278257,760948.495067502,149.565042785322
"2053","Male","No","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",109.2,7878.3,"No",4551,35.11,10406.22,22,3,605377.793940458,833263.35254073,143.648864794916
"2054","Female","No","Yes","No",41,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",74.7,3187.65,"No",5246,25.16,4219.21,11,2,588377.828350572,806013.32726802,145.325735613273
"2055","Female","Yes","Yes","No",65,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",94.4,6126.15,"No",5348,38.32,8616.95,25,3,590881.736478952,806083.247714062,146.500012583673
"2056","Female","Yes","No","No",13,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",54.8,731.3,"No",5557,10.51,867.93,20,2,617319.314268819,844412.779426073,145.558746438889
"2057","Male","Yes","No","No",4,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.35,273.4,"No",4033,36.4,419,29,1,615933.896157862,844544.930579134,144.838208306714
"2058","Male","No","No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",65,2531.8,"No",5043,37.55,4211.35,30,1,600390.161175178,824526.11371313,144.454804232401
"2059","Male","No","No","No",42,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",99,4298.45,"No",2887,6.42,4568.09,48,3,597996.542407058,817865.494540337,145.735860029627
"2060","Female","No","Yes","No",51,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",93.5,4619.55,"No",5561,21.07,5694.12,46,3,609949.428104563,839589.378813603,143.596753149563
"2061","Male","No","No","No",32,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",83.7,2633.3,"No",3945,37.48,3832.66,15,3,591773.977528611,804365.046463337,147.453375819847
"2062","Male","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.85,193.05,"No",3768,1.98,212.85,0,0,593363.704718013,817983.579284256,143.198330245119
"2063","Female","No","Yes","No",67,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",59.55,4103.9,"No",4478,0,4103.9,52,3,609784.568746954,840726.95673582,143.007486383759
"2064","Female","No","Yes","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.1,7008.15,"No",6090,20.01,8228.76,12,4,594334.055243662,813509.401855082,145.526221689582
"2065","Male","No","No","No",50,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",114.35,5791.1,"No",5068,19.8,6791.1,21,4,592039.662775834,810945.866878412,145.330347066689
"2066","Female","Yes","Yes","No",29,"No","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45,1228.65,"No",3094,0,1228.65,23,2,600103.064256136,816640.137204062,147.1008111253
"2067","Male","Yes","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.85,4925.35,"No",4429,36.66,7014.97,9,1,596160.797954034,818062.667823042,144.74413213951
"2068","Female","No","No","No",31,"No","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",49.85,1520.1,"No",2539,0,1520.1,10,3,621517.659051376,854608.05509272,143.869938298489
"2069","Female","No","Yes","No",45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",113.3,5032.25,"No",4885,33.54,6541.55,4,4,587067.113792094,795792.481132431,148.157301095971
"2070","Female","No","Yes","No",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",88.1,5526.75,"No",5152,47.19,8405.34,28,4,588648.421131573,798705.889258103,147.913094613866
"2071","Male","No","No","No",50,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.9,1195.25,"No",4297,47.16,3553.25,0,0,593636.193103964,817839.835435238,143.426888035589
"2072","Female","Yes","No","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",105,2007.25,"No",3524,7.95,2178.3,12,3,615350.199859769,845760.546286265,144.067146678873
"2073","Female","No","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",24.25,1732.95,"No",5409,8.21,2315.86,0,0,606549.760609246,832404.649608681,144.632284147282
"2074","Male","No","Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Electronic check",59.75,3450.15,"No",4012,49.29,6259.68,22,3,608624.030004543,831746.170574267,145.889229535361
"2075","Male","Yes","Yes","No",20,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",107.05,2172.05,"No",5328,27.56,2723.25,3,2,603537.744477499,827732.089910214,144.861094319669
"2076","Male","Yes","Yes","No",21,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",64.95,1339.8,"No",4604,42.95,2241.75,30,2,583528.400576914,793629.809758887,147.352425842907
"2077","Male","No","No","No",14,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",55,771.95,"No",4900,0,771.95,4,2,585623.151841674,795854.909956014,147.538708632612
"2078","Female","No","No","No",5,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.55,244.75,"No",2739,43.02,459.85,42,1,586365.471427215,798017.013298352,147.16390118269
"2079","Female","No","No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",55.15,322.9,"No",5377,6.98,364.78,30,2,602296.028950198,828438.788568979,143.917911918246
"2080","Female","No","No","No",10,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.2,498.25,"No",5765,45.56,953.85,17,1,605330.434484009,831942.134522188,144.165821898428
"2081","Female","No","No","Yes",1,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.4,25.4,"No",4556,32.73,58.13,0,0,603885.108116923,824765.765326482,146.095428423702
"2082","Female","No","No","No",68,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",54.45,3687.75,"No",5310,5.3,4048.15,59,1,595315.874121452,812212.909289018,146.443553395635
"2083","Female","No","No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",76,1783.6,"No",2031,19.72,2217.44,5,0,601199.093194936,820281.380002548,146.390584255932
"2084","Female","No","No","No",20,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.35,927.15,"No",3460,4.15,1010.15,18,0,584018.179198524,792914.578450293,147.787852538987
"2085","Male","No","No","No",35,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Mailed check",61.2,2021.2,"No",2075,38.38,3364.5,82,3,799191.437117115,1094705.23839055,143.775823814019
"2086","Male","No","Yes","No",23,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","No","Mailed check",86.8,1940.8,"No",3200,16.63,2413.29,22,3,774094.343672516,1048151.46689584,147.332847154943
"2087","Female","Yes","No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35,567.8,"No",2578,8.06,616.16,19,0,776667.556745712,1050971.73147542,147.478502494489
"2088","Female","No","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,220.35,"No",5715,18.71,444.87,0,0,776923.397417713,1053697.97290578,146.891967080783
