"","Industry","ESG_Overall","Revenue","MarketCap","GrowthRate","WaterUsage","CarbonEmissions"
"998","Manufacturing",55.8,2898.3,7928.6,10.3,894042.3,670531.7
"999","Manufacturing",56.7,3094,2445.7,6.7,942291.8,706718.9
"1000","Manufacturing",59.1,3429,7983.2,10.8,984015.3,738011.4
"1001","Transportation",50.9,743.9,1380.8,5.4,77943.5,467660.9
"1002","Transportation",51.6,879.8,2834.8,18.3,88463.5,530781.1
"1003","Transportation",52.6,907.8,2702,3.2,91609.7,549658
"1004","Transportation",54.2,1020.4,2792.2,12.4,99553.6,597321.6
"1005","Consumer Goods",68.4,1625.6,3237.6,6.5,311017.8,248814.2
"1006","Consumer Goods",70.6,1664.4,2651.5,2.4,307770.4,246216.4
"1007","Consumer Goods",71.8,1696.3,3448.8,1.9,309905.9,247924.7
"1008","Consumer Goods",71.5,1828.9,3965,7.8,335524.2,268419.4
"1009","Technology",87.7,2673.5,12290.6,4.1,54573.2,90955.3
"1010","Technology",87.2,2797.6,18293.3,4.6,55678.3,92797.2
"1011","Technology",85,2994.3,16782.2,7,61164.8,101941.3
"1012","Technology",85,3360.5,19696.2,12.2,66219.3,110365.6
"1013","Retail",46.5,971.8,1696.6,9.6,47915.3,95830.5
"1014","Retail",47.1,1091.5,1702.3,12.3,52199,104398.1
"1015","Retail",47.6,1175.8,1894.7,7.7,56412.2,112824.4
"1016","Retail",47.9,1274.3,3023.6,8.4,61713.8,123427.7
"1017","Consumer Goods",64.1,3046.8,3273.2,3.8,621907.8,497526.2
"1018","Consumer Goods",65.8,3019.9,1675.3,-0.9,593947.3,475157.8
"1019","Consumer Goods",66.1,3217.9,1660.9,6.6,625057.6,500046.1
"1020","Consumer Goods",67.5,3439.4,1309.4,6.9,643257.3,514605.8
"1021","Manufacturing",41.2,817.6,1475,10.8,356867.9,267651
"1022","Manufacturing",40.3,846.7,2676.8,3.6,371072,278304
"1023","Manufacturing",39,920,1745,8.7,405797.6,304348.2
"1024","Manufacturing",39.8,919.1,1763.1,-0.1,398590,298942.5
"1025","Finance",57.1,2183.8,2052.5,7.7,12220.6,24441.3
"1026","Finance",57.7,2456.3,2658.9,12.5,13722.6,27445.2
"1027","Finance",57.4,2706.7,2757.3,10.2,15207.1,30414.3
"1028","Finance",57.5,2922.7,5031.8,8,16518.6,33037.2
"1029","Healthcare",56.4,6125.7,13025.3,15.6,376544.4,376544.4
"1030","Healthcare",55.6,6712.9,11414.5,9.6,408325.8,408325.8
"1031","Healthcare",56.4,8380,19512.3,24.8,500506,500506
"1032","Healthcare",57,10126.6,25354.7,20.8,591940.7,591940.7
"1033","Healthcare",49.4,325,422.4,-7,26382.7,26382.7
"1034","Healthcare",50.4,361.3,746.3,11.2,29085.7,29085.7
"1035","Healthcare",50.8,386.3,762.3,6.9,31015.1,31015.1
"1036","Healthcare",52.7,405,1092.2,4.8,32045,32045
"1037","Consumer Goods",70.7,2298.6,4410.7,-1.1,287330.1,229864.1
"1038","Consumer Goods",71.9,2806.5,3511.2,22.1,350809,280647.2
"1039","Consumer Goods",73.1,3142.7,3256.3,12,392837.7,314270.2
"1040","Consumer Goods",73.7,3595,3100.6,14.4,449376.2,359501
"1041","Utilities",55.2,793,600.3,20.6,357596.4,572154.2
"1042","Utilities",56.2,794,622.6,0.1,347746.3,556394
"1043","Utilities",56.3,780.8,744.8,-1.7,332518.1,532028.9
"1044","Utilities",56.5,781.4,1187.9,0.1,324659.1,519454.5
"1045","Transportation",57.4,1393.6,3398.8,0,126631,759786.3
"1046","Transportation",57.6,1319.8,6203.9,-5.3,115890.1,695340.3
"1047","Transportation",58.9,1456.7,3801.5,10.4,126905.5,761432.8
"1048","Transportation",59.4,1780.7,7836.6,22.2,151118.2,906708.9
"1049","Utilities",33.2,1585.3,2807.2,2.5,779880.9,1247809.4
"1050","Utilities",33.4,1450.5,1867,-8.5,705065.1,1128104.2
"1051","Utilities",34.5,1515.7,2476.4,4.5,725804,1161286.3
"1052","Utilities",34,1563.4,3807.5,3.1,759389.8,1215023.6
"1053","Consumer Goods",52.2,2912.2,11684.9,1.2,530868.4,424694.7
"1054","Consumer Goods",53.7,2976.1,13980.9,2.2,541453.5,433162.8
"1055","Consumer Goods",55.1,3125,7595.7,5,543525.1,434820.1
"1056","Consumer Goods",54.4,3492,9682.1,11.7,624071.6,499257.3
"1057","Manufacturing",29.3,706.4,106,-4.3,237853.2,178389.9
"1058","Manufacturing",32.2,728.7,402.6,3.2,234542.4,175906.8
"1059","Manufacturing",32.4,580.4,2108.6,-20.4,181693.1,136269.8
"1060","Manufacturing",30.9,481,406.2,-17.1,152081.1,114060.8
"1061","Technology",60.3,9568.1,35561.1,13.2,224768.6,374614.4
"1062","Technology",62.8,10306.4,11364.1,7.7,230876.4,384794
"1063","Technology",61.8,10317.6,7102.5,0.1,233699.9,389499.8
"1064","Technology",62.6,11051.7,10569.1,7.1,253812,423020
"1065","Retail",50.9,1857.1,2637.1,0,96913.1,193826.3
"1066","Retail",50.9,1903,5003,2.5,100967.5,201934.9
"1067","Retail",52.8,2064.4,3234.3,8.5,109692.4,219384.7
"1068","Retail",54.4,1940.9,6655.4,-6,102310.9,204621.8
"1069","Technology",75.5,5560.7,10309,26.9,110978,184963.4
"1070","Technology",76.6,6836.3,24743.3,22.9,135042,225070
"1071","Technology",78.3,7484,42029.7,9.5,143507.9,239179.9
"1072","Technology",80.6,8550.5,24232.7,14.2,159047.1,265078.4
"1073","Healthcare",45.2,440.7,312.7,1.3,27833.4,27833.4
"1074","Healthcare",45.6,446.7,117.9,1.4,27280.6,27280.6
"1075","Healthcare",47.2,452.2,34.7,1.2,27393.7,27393.7
"1076","Healthcare",46.5,428.5,95.4,-5.3,25758.1,25758.1
"1077","Manufacturing",54.7,5704.2,5055.5,14.4,1857953.3,1393465
"1078","Manufacturing",56.2,6400,5250.8,12.2,2037757.6,1528318.2
"1079","Manufacturing",56.4,7156.5,4485.4,11.8,2250336.2,1687752.1
"1080","Manufacturing",56.4,7241.8,7441.7,1.2,2289865.7,1717399.2
"1081","Healthcare",59.9,6217.1,31617.9,3.5,473409.5,473409.5
"1082","Healthcare",60.8,7582.1,27304.5,22,562217,562217
"1083","Healthcare",61.9,7649.9,41515,0.9,574047,574047
"1084","Healthcare",63,7882.9,43793,3,587468.3,587468.3
"1085","Energy",50.2,4240.4,11285.6,12.3,1247704.3,4159014.4
"1086","Energy",48.9,4342.5,15234.7,2.4,1292017.2,4306724.1
"1087","Energy",49.7,4149.9,11410.9,-4.4,1249065.8,4163552.6
"1088","Energy",49.5,4521.2,17193.4,8.9,1370773.9,4569246.3
"1089","Transportation",51.8,374.6,103.5,-8.3,34722.1,208332.5
"1090","Transportation",50.9,369.2,654.8,-1.5,35024.8,210148.6
"1091","Transportation",51.8,405.5,796.8,9.8,37840.5,227042.7
"1092","Transportation",52.4,409.5,1390.1,1,38270.4,229622.3
"1093","Transportation",39.5,1060.4,1059.9,8.2,114061.8,684370.9
"1094","Transportation",39.7,980.9,1132.7,-7.5,106738.9,640433.2
"1095","Transportation",40.8,978.4,1492.7,-0.3,103810.6,622863.7
"1096","Transportation",40.5,1122.8,1879.8,14.8,117656.5,705938.8
"1097","Healthcare",47.7,4878.3,16806.4,11.9,286923.5,286923.5
"1098","Healthcare",47.3,5167.2,22280,5.9,308223.4,308223.4
"1099","Healthcare",48.5,5570.6,28547.1,7.8,319762.1,319762.1
"1100","Healthcare",51.8,6855.6,29250.1,23.1,383497.8,383497.8
"1101","Transportation",52.3,1076.1,4249.7,0.9,116498,698987.9
"1102","Transportation",51.7,945.8,2146.8,-12.1,101406.2,608437.3
"1103","Transportation",52,1008.8,4368.9,6.7,108327.6,649965.4
"1104","Transportation",52.7,975.9,1504.3,-3.3,103974.1,623844.7
"1105","Transportation",36.3,775.5,1111.5,11.1,58300.9,349805.5
"1106","Transportation",37.9,730.3,617.5,-5.8,53920.3,323521.7
"1107","Transportation",37.4,800.7,1004.2,9.6,58881,353285.9
"1108","Transportation",39.3,769.7,577.8,-3.9,54802.2,328813.1
"1109","Utilities",44.7,2081.6,1827.6,2.7,1133149.9,1813039.8
"1110","Utilities",45.5,1861.6,1637.5,-10.6,1012216,1619545.6
"1111","Utilities",45.1,1988.8,2898.2,6.8,1072443.5,1715909.6
"1112","Utilities",44.2,1968.6,2004.2,-1,1050649.7,1681039.5
"1113","Consumer Goods",45.3,1655.6,196.5,-9.9,306666,245332.8
"1114","Consumer Goods",45,1910.3,512.2,15.4,360582.4,288465.9
"1115","Consumer Goods",44.8,2017.8,405.3,5.6,379291.3,303433
"1116","Consumer Goods",44.5,2146.8,524.5,6.4,404054.8,323243.9
"1117","Transportation",50.8,605.9,2168.8,-1.1,32373.6,194241.7
"1118","Transportation",53.4,511,2119.5,-15.7,26411.2,158467.2
"1119","Transportation",56.2,493.1,2948.5,-3.5,24653.6,147921.6
"1120","Transportation",55.8,506.5,2387.4,2.7,25324.9,151949.1
"1121","Healthcare",48.9,1470,1570,0.1,108212.4,108212.4
"1122","Healthcare",50.8,1359.2,785,-7.5,99549.5,99549.5
"1123","Healthcare",49.4,1285.5,531,-5.4,94545.1,94545.1
"1124","Healthcare",50.9,1384.6,197.2,7.7,101701.3,101701.3
"1125","Transportation",54.2,1719.5,1111.5,9.6,140268.7,841612
"1126","Transportation",54.3,1905.5,1134,10.8,158374,950243.8
"1127","Transportation",52.3,2034.1,2884.2,6.8,174646.8,1047880.6
"1128","Transportation",51.7,2359.5,1603.7,16,204672.9,1228037.6
"1129","Retail",70.2,805.5,164,-6.1,31100.3,62200.6
"1130","Retail",70,813.2,555.3,1,31927.1,63854.2
"1131","Retail",69.3,902.9,274.9,11,34843.5,69687.1
"1132","Retail",72.6,953.5,773.5,5.6,35617.4,71234.9
"1133","Retail",69.2,552,547.7,-14.1,15241.6,30483.3
"1134","Retail",70.5,618.4,797.7,12,17624.2,35248.5
"1135","Retail",71.2,571.2,782.5,-7.6,15611,31222
"1136","Retail",71.4,538.9,371.8,-5.7,14265,28530
"1137","Energy",52.8,24211.7,16207,7.2,6255639.8,20852132.8
"1138","Energy",53.5,26745.6,32573,10.5,6785217.4,22617391.5
"1139","Energy",54.3,32670.7,26047.4,22.2,8026193.3,26753977.5
"1140","Energy",57,37684,9609.3,15.3,9064847.3,30216157.6
"1141","Transportation",65.5,1356.2,562.3,7.2,117952.8,707716.7
"1142","Transportation",66.2,1363.9,1069,0.6,116755.3,700531.8
"1143","Transportation",68.4,1419.5,774.6,4.1,120994.9,725969.3
"1144","Transportation",70.3,1486.7,796,4.7,127633.3,765799.6
"1145","Transportation",48.1,328.7,4.9,2.7,24451.4,146708.4
"1146","Transportation",47,333.9,71.3,1.6,25892.6,155355.4
"1147","Transportation",44.8,283.8,36.4,-15,22284.2,133705
"1148","Transportation",47,271.6,65.3,-4.3,21186.4,127118.4
"1149","Technology",63.1,33481.1,217222.1,17.7,638820.6,1064701
"1150","Technology",64.9,42164.5,342674.8,25.9,810609.1,1351015.1
"1151","Technology",66.8,46184.9,323642.4,9.5,850189.1,1416981.8
"1152","Technology",67.2,54400.6,348864.1,17.8,986652.6,1644421
"1153","Healthcare",34.6,2872.1,4650.3,2.8,288652.5,288652.5
"1154","Healthcare",36.7,2745.6,6639.5,-4.4,272975,272975
"1155","Healthcare",37.4,2516.7,5474.5,-8.3,248671.4,248671.4
"1156","Healthcare",38.4,2441.1,4427,-3,237305.9,237305.9
"1157","Transportation",26.5,2358.7,3138.5,-1.5,231951.8,1391710.7
"1158","Transportation",28.4,2685.5,3304.9,13.9,264421.2,1586526.9
"1159","Transportation",28.9,3078,3825.3,14.6,296695.3,1780171.9
"1160","Transportation",30.6,2844.3,3776.6,-7.6,272860.5,1637163.1
"1161","Technology",60.2,15387.2,57679.5,26,282408.3,470680.5
"1162","Technology",60.3,18662,54429,21.3,333333.2,555555.3
"1163","Technology",60.4,21972.8,54301.4,17.7,403309.6,672182.6
"1164","Technology",61.5,25251.7,63706.5,14.9,456292.5,760487.5
"1165","Utilities",24,1052.1,957.7,10.2,524924.7,839879.5
"1166","Utilities",25.5,1097.6,851.6,4.3,541191.7,865906.7
"1167","Utilities",26.3,1162.6,429.7,5.9,559084.2,894534.7
"1168","Utilities",26.1,1296.9,784.1,11.5,622560.5,996096.8
"1169","Finance",69.8,7295.3,27348.8,11.3,41364.2,82728.4
"1170","Finance",71.2,8301.4,30061.2,13.8,46986.6,93973.2
"1171","Finance",71.1,10007.1,39360.9,20.5,57519.5,115039
"1172","Finance",71.9,9677.8,37924.7,-3.3,55864.2,111728.3
"1173","Healthcare",82.1,753.7,1402.3,2.7,52148.5,52148.5
"1174","Healthcare",82.3,799.6,890.4,6.1,54244.6,54244.6
"1175","Healthcare",85.4,807.8,1724.9,1,51681.7,51681.7
"1176","Healthcare",85.4,874.4,526.1,8.2,56988,56988
"1177","Finance",78.3,2712.5,2856.1,-3,16837.5,33675.1
"1178","Finance",78.1,2628.3,2706.7,-3.1,16373.6,32747.1
"1179","Finance",77.1,3064.8,1358.2,16.6,18949.6,37899.2
"1180","Finance",78.4,3361.5,1066.1,9.7,19860.3,39720.5
"1181","Utilities",53.2,569.5,692.3,3.8,237107.1,379371.3
"1182","Utilities",53.9,618,1028.8,8.5,254093.9,406550.3
"1183","Utilities",55.9,676.5,1116.9,9.5,275932.6,441492.1
"1184","Utilities",56.8,593.9,593.1,-12.2,237047.2,379275.6
"1185","Retail",50.6,697.9,1412.5,13.7,31488.9,62977.9
"1186","Retail",50.8,641.2,864.4,-8.1,29207.1,58414.2
"1187","Retail",51.8,692.3,718.2,8,31068.3,62136.6
"1188","Retail",53.4,797.5,2255.1,15.2,35654.1,71308.2
"1189","Utilities",36.5,1813.2,2763.4,5.7,843067.3,1348907.7
"1190","Utilities",36.4,1795.2,1689.6,-1,830639.2,1329022.7
"1191","Utilities",37.1,1819.6,1947.6,1.4,834658.5,1335453.5
"1192","Utilities",37.6,1753.1,2085.9,-3.7,807841.8,1292546.8
"1193","Consumer Goods",53.6,3365.8,6995.8,14.7,769130.4,615304.3
"1194","Consumer Goods",54,3618.1,9238.4,7.5,834714.3,667771.4
"1195","Consumer Goods",54.6,3694.7,8722,2.1,841960.3,673568.3
"1196","Consumer Goods",54.5,3325.9,7717.9,-10,743173,594538.4
"1197","Manufacturing",60.8,1184.4,463.6,-1.9,418115.6,313586.7
"1198","Manufacturing",63.2,1166.3,635.9,-1.5,408490.9,306368.2
"1199","Manufacturing",63.8,1093,1220.1,-6.3,380699.6,285524.7
"1200","Manufacturing",65.7,1179.3,542.8,7.9,395619.6,296714.7
"1201","Finance",52.3,1617.2,1606.9,5.3,8398.1,16796.2
"1202","Finance",52.9,1826.6,3056.4,13,9295.1,18590.2
"1203","Finance",52.7,1797.7,4747.8,-1.6,9198.5,18397.1
"1204","Finance",52.2,1764.3,2771,-1.9,9042,18083.9
"1205","Energy",13.4,2133.4,2830.5,6.2,659295.2,2197650.6
"1206","Energy",14.2,2116.9,5296.2,-0.8,641642.7,2138809
"1207","Energy",14.6,2061.3,3593,-2.6,605540.1,2018467.1
"1208","Energy",16.1,2102.7,3913.4,2,617650.2,2058834
"1209","Energy",58.2,1069.9,4225.1,-16.5,320189,1067296.7
"1210","Energy",58.8,861.9,3843,-19.4,259902.3,866340.9
"1211","Energy",58.2,716.4,1739.1,-16.9,218463.6,728212
"1212","Energy",57.9,668.7,483.8,-6.7,204435.3,681451.1
"1213","Technology",57.4,13166.1,22983.5,4.2,213197.6,355329.3
"1214","Technology",57,14388.3,14530,9.3,240725.7,401209.4
"1215","Technology",57.6,16578.5,21976.8,15.2,273739,456231.6
"1216","Technology",60.4,19897.3,13120.7,20,311186.4,518644
"1217","Manufacturing",60.2,6683.6,4622,19.8,2156082.4,1617061.8
"1218","Manufacturing",62.5,7605,730,13.8,2435316.3,1826487.2
"1219","Manufacturing",62.7,8572.9,2814.2,12.7,2774142.2,2080606.6
"1220","Manufacturing",65.1,9443.5,35908.9,10.2,3045129.9,2283847.4
"1221","Healthcare",51.6,1304.3,3289.2,-4.7,79851,79851
"1222","Healthcare",53.6,1161.7,2868.4,-10.9,70238.5,70238.5
"1223","Healthcare",52,1384.8,3150.6,19.2,86448,86448
"1224","Healthcare",52.5,1332.8,4012.4,-3.8,83178.6,83178.6
"1225","Finance",64.5,8130,20437.6,10.4,40650.2,81300.4
"1226","Finance",65.9,9007.9,22692.8,10.8,45039.6,90079.1
"1227","Finance",66.4,9256.3,26212.4,2.8,46281.6,92563.2
"1228","Finance",67.6,10552.8,19437.4,14,52763.8,105527.6
"1229","Finance",69,2524.6,4277,4,12925.7,25851.5
"1230","Finance",69.2,2452.6,5066.3,-2.9,12548.9,25097.7
"1231","Finance",70,2700.9,5971,10.1,13504.5,27009.1
"1232","Finance",70.2,2711.8,4899,0.4,13558.8,27117.5
"1233","Transportation",57.8,3159.9,650.3,9.3,277019.5,1662116.7
"1234","Transportation",59.1,3477.7,609.8,10.1,302975.3,1817852.1
"1235","Transportation",61.2,4259.9,1225.2,22.5,368166,2208996
"1236","Transportation",62.4,4719.9,2410.7,10.8,413222.6,2479335.7
"1237","Energy",51.7,2356.2,6972.6,19.3,497716.8,1659055.9
"1238","Energy",51.6,2461.4,11370.6,4.5,526454.8,1754849.5
"1239","Energy",50.2,2831.9,13912.3,15.1,604332.6,2014442
"1240","Energy",53.3,2858.9,13109.4,1,597688.8,1992296
"1241","Consumer Goods",12.5,6186.9,19491.8,5.8,1720657,1376525.6
"1242","Consumer Goods",12.9,6022.5,19587.6,-2.7,1665962,1332769.6
"1243","Consumer Goods",12.7,6765.1,15997,12.3,1887585.5,1510068.4
"1244","Consumer Goods",14.3,6459,12785.6,-4.5,1764542.3,1411633.8
"1245","Consumer Goods",52.7,407.2,328.1,-2.8,115263.2,92210.5
"1246","Consumer Goods",52.8,398.5,377.7,-2.1,111590.8,89272.7
"1247","Consumer Goods",52.8,395,249.7,-0.9,108982.1,87185.7
"1248","Consumer Goods",53.3,390.5,165.4,-1.1,108871.1,87096.9
"1249","Utilities",73.5,682.5,912.2,4.8,229351.6,366962.6
"1250","Utilities",72.8,699.3,839.1,2.5,233992.1,374387.3
"1251","Utilities",73,653.3,592,-6.6,216849.7,346959.6
"1252","Utilities",76.5,649.9,631.9,-0.5,209601.2,335362
"1253","Consumer Goods",58.6,786.7,2111.5,12.1,219656.1,175724.9
"1254","Consumer Goods",57.8,802.6,1578.5,2,222512.3,178009.8
"1255","Consumer Goods",57.1,739.4,960.1,-7.9,202673.9,162139.1
"1256","Consumer Goods",59.6,765.6,1586.2,3.5,200637.3,160509.8
"1257","Utilities",63.3,772.4,1578.1,-11,274671.3,439474
"1258","Utilities",62.6,695.6,1645.3,-9.9,244858.9,391774.2
"1259","Utilities",61.4,638.3,1108.8,-8.2,230189.7,368303.6
"1260","Utilities",62.2,685.6,1420.6,7.4,248917,398267.2
"1261","Healthcare",54.3,17173.7,51205.2,5.3,1219914.2,1219914.2
"1262","Healthcare",54.8,21670.5,96851.3,26.2,1544675,1544675
"1263","Healthcare",52.9,23951.4,60846.6,10.5,1747549.5,1747549.5
"1264","Healthcare",53.3,27189.4,66356.5,13.5,1984515.1,1984515.1
"1265","Technology",73.9,3675.7,25497.6,-5.3,55362.6,92270.9
"1266","Technology",75.2,3840.4,23423.7,4.5,57606.2,96010.4
"1267","Technology",75.9,3836.2,11373.3,-0.1,58770.8,97951.3
"1268","Technology",77.2,3696.6,11716.8,-3.6,55448.6,92414.4
"1269","Transportation",74.6,683.6,1886.9,-2.7,49181.9,295091.7
"1270","Transportation",76.4,614.2,1111.8,-10.2,44452.2,266713.4
"1271","Transportation",76.6,682.3,1354.2,11.1,48386.8,290321.1
"1272","Transportation",77.7,637.8,426.8,-6.5,45761.6,274569.7
"1273","Finance",60.8,13898.2,58741.4,-9,91193.3,182386.6
"1274","Finance",60.5,12369.2,60161.6,-11,80929.8,161859.7
"1275","Finance",61.3,12965.9,41175.4,4.8,82998,165996
"1276","Finance",61.1,12540.3,45272.4,-3.3,79676.8,159353.6
"1277","Technology",61.3,6038.3,36149.5,4.1,133334.2,222223.6
"1278","Technology",61.8,7225.4,53178.9,19.7,160452.3,267420.4
"1279","Technology",62.8,8666.9,63118.8,20,187754.5,312924.2
"1280","Technology",63.7,10151.2,66281.3,17.1,219240.5,365400.8
"1281","Energy",58.3,3228.8,2773.8,9.6,700000.8,2333336.2
"1282","Energy",59.6,3605.9,4785.9,11.7,746618.9,2488729.7
"1283","Energy",59.4,4412,6988.6,22.4,917233.7,3057445.5
"1284","Energy",58,4923.2,6318.7,11.6,1030547.4,3435158
"1285","Consumer Goods",49.3,1928.9,419.9,9.9,334953.6,267962.9
"1286","Consumer Goods",48,2007.8,183.8,4.1,347948.6,278358.9
"1287","Consumer Goods",50.1,2185.6,409.4,8.9,370635.9,296508.7
"1288","Consumer Goods",50.8,2321.6,104.2,6.2,391003.4,312802.7
"1289","Healthcare",81.9,2906.2,10296.8,1.4,216978.9,216978.9
"1290","Healthcare",83.7,3197.7,12680.3,10,232575.1,232575.1
"1291","Healthcare",83.8,3536.4,13685,10.6,256258.9,256258.9
"1292","Healthcare",85.5,3721.2,11452.6,5.2,263194,263194
"1293","Energy",66,3666.3,6338.8,12.6,591916.5,1973054.9
"1294","Energy",65.7,3790.2,3436.2,3.4,630265.2,2100884.1
"1295","Energy",65.9,3837.9,7895.7,1.3,636513.6,2121712.1
"1296","Energy",66.9,3693.2,5698.9,-3.8,585484.7,1951615.5
"1297","Finance",65.2,2190.2,9359.5,-3,11416.3,22832.5
"1298","Finance",65.4,2094.2,1922.4,-4.4,10770.5,21541
"1299","Finance",66.6,2283,10864.2,9,11414.9,22829.8
"1300","Finance",65.7,2420.6,1449.9,6,12103.1,24206.3
"1301","Finance",66.5,3778.3,5258.3,17.9,19076.4,38152.9
"1302","Finance",66.1,4701.7,11994.2,24.4,23508.3,47016.5
"1303","Finance",65.8,4900.6,10859.8,4.2,24503.2,49006.4
"1304","Finance",64.5,5512.2,11012,12.5,27560.9,55121.8
"1305","Retail",51,820.8,3220.7,-18.7,24863.6,49727.2
"1306","Retail",53.1,782.5,3148.2,-4.7,23107.5,46215
"1307","Retail",55.4,734.9,2863.5,-6.1,21046.7,42093.5
"1308","Retail",56.1,669.4,1038.8,-8.9,18569.9,37139.8
"1309","Retail",78.9,2343.3,2795.1,-3,73462.7,146925.4
"1310","Retail",77.6,2302.4,3424,-1.7,71316,142632
"1311","Retail",77.8,2342.2,3149.1,1.7,73033.4,146066.8
"1312","Retail",78.3,2343.4,3851.3,0,71984,143968.1
"1313","Finance",83.5,22079.3,113511.7,1,149762.3,299524.6
"1314","Finance",85.5,22900,65565.2,3.7,151731.6,303463.2
"1315","Finance",87,24939.6,129601.7,8.9,161721.9,323443.7
"1316","Finance",86.6,26371.5,139488.7,5.7,174029.4,348058.8
"1317","Transportation",41.6,1395.7,6075.4,-10.3,115300.7,691804.1
"1318","Transportation",43.3,1232.8,3004.9,-11.7,99045.1,594270.3
"1319","Transportation",41,1382,7280.8,12.1,112300.6,673803.4
"1320","Transportation",42.9,1523.1,8430.3,10.2,122195.9,733175.5
"1321","Consumer Goods",34.7,381.1,1454.5,18.3,101934.6,81547.7
"1322","Consumer Goods",35.7,392.8,1193.9,3.1,102560.6,82048.5
"1323","Consumer Goods",36.7,432.5,1718,10.1,109171.7,87337.4
"1324","Consumer Goods",36.7,417.1,973,-3.6,104816.4,83853.2
"1325","Utilities",23.4,1079.2,1606,2.7,525090.4,840144.6
"1326","Utilities",24.5,1000.3,1182.8,-7.3,488201.2,781122
"1327","Utilities",25.7,1135.9,1278.8,13.5,559318,894908.8
"1328","Utilities",27.3,1357.3,1338.2,19.5,669586.8,1071338.8
"1329","Technology",54.6,20845.4,118502.3,12.7,352087.5,586812.6
"1330","Technology",54.5,25900.4,218902.1,24.2,435543.5,725905.9
"1331","Technology",56.3,26163.1,224585.8,1,433897.8,723163
"1332","Technology",57.5,22843,85981.9,-12.7,374713,624521.6
"1333","Technology",39.6,13919.9,37249.2,-9.7,306953.2,511588.7
"1334","Technology",39,12847,37735.5,-7.7,289614.6,482691.1
"1335","Technology",41,15042.7,43070.3,17.1,330861.1,551435.1
"1336","Technology",42.9,17950.9,93662.5,19.3,386396,643993.3
"1337","Utilities",76.6,348.5,291,2,87118.9,139390.2
"1338","Utilities",77.4,355.4,287.3,2,88856.8,142170.9
"1339","Utilities",77,371.8,250.3,4.6,92961.7,148738.6
"1340","Utilities",78.4,352.5,261.5,-5.2,88990.3,142384.4
"1341","Retail",63.7,2545.1,3965.3,-5.4,99508,199016
"1342","Retail",64.5,2655.3,3866.7,4.3,104038.6,208077.3
"1343","Retail",63.8,2525.7,2222.3,-4.9,98114.2,196228.4
"1344","Retail",65.2,2451.7,3776,-2.9,92673.8,185347.6
"1345","Finance",68.8,4512.7,23376.1,19.1,23516.8,47033.6
"1346","Finance",71.8,4870.9,18137.2,7.9,24742.3,49484.6
"1347","Finance",73.6,5786.8,26448.5,18.8,28966.6,57933.3
"1348","Finance",73.4,6490.4,20905.1,12.2,32452,64903.9
"1349","Energy",38.7,8935.7,557.2,1.2,2029212,6764040.1
"1350","Energy",39.1,7952.8,3708.1,-11,1858276.1,6194253.7
"1351","Energy",41.1,7854.4,3030.6,-1.2,1839120,6130399.9
"1352","Energy",42.5,7936.2,28233.4,1,1850872.4,6169574.5
"1353","Finance",74.3,2749.6,2725.9,0.1,19355.9,38711.8
"1354","Finance",76.7,2975.4,5770.6,8.2,20151,40302
"1355","Finance",76.7,3098.5,7268.3,4.1,21103,42206
"1356","Finance",77.4,3562.5,8315.5,15,24227.6,48455.1
"1357","Consumer Goods",63,862.7,115.8,9.5,195513.9,156411.1
"1358","Consumer Goods",63.7,834.7,1081,-3.3,185482.3,148385.9
"1359","Consumer Goods",65,803.6,694.8,-3.7,175754.5,140603.6
"1360","Consumer Goods",66,787.9,435.8,-2,167300,133840
"1361","Finance",47.4,20069.5,25625.6,-3.5,102355.2,204710.4
"1362","Finance",47.7,21815.4,34158.4,8.7,110860.7,221721.5
"1363","Finance",46.4,24539.2,49729,12.5,127487.1,254974.2
"1364","Finance",47,26361.2,40879,7.4,133166.8,266333.5
"1365","Energy",47.5,6794.6,24016.6,-4.6,1284026.8,4280089.4
"1366","Energy",46.3,6816.2,21380.1,0.3,1305969.3,4353231
"1367","Energy",47.1,6620.7,22674.1,-2.9,1220610.7,4068702.2
"1368","Energy",46.5,5279.7,22229.7,-20.3,990767.2,3302557.2
"1369","Finance",65,13168.1,21008.3,0.3,65840.3,131680.7
"1370","Finance",66,13568.3,29483.2,3,67841.7,135683.4
"1371","Finance",66.3,13680.3,20222.4,0.8,68401.6,136803.2
"1372","Finance",68.2,13978.9,25453.5,2.2,69894.3,139788.6
"1373","Technology",53.3,5174.2,14712.6,6.1,92894.2,154823.7
"1374","Technology",53.7,5956.6,22703,15.1,106281.4,177135.7
"1375","Technology",54.9,6717,24156.6,12.8,116975.5,194959.2
"1376","Technology",55.2,7000.5,38330.6,4.2,127450.7,212417.8
"1377","Consumer Goods",81.4,816.8,1172.9,9.6,141612.3,113289.9
"1378","Consumer Goods",82.7,773.6,1899.2,-5.3,135153.4,108122.7
"1379","Consumer Goods",82.1,753.3,1099.9,-2.6,132937.4,106349.9
"1380","Consumer Goods",80.3,703.4,2408.6,-6.6,129432.3,103545.8
"1381","Transportation",66.2,990.3,1271.5,6.5,69970.2,419821.2
"1382","Transportation",66,966.1,1204.7,-2.4,68286.3,409717.7
"1383","Transportation",67.4,1033.7,1387.7,7,71118.6,426711.7
"1384","Transportation",68.3,1015.1,3539.6,-1.8,69250.7,415504
"1385","Technology",45.8,56664.9,392747.4,20.1,1046692.4,1744487.4
